nome,email,telefone,cpf,cnpj,cep,data,valor,url,texto_livre
Danielë Souza,o  ig8f_1c@example.com,(71) 959440-7816,999.9299.9999-99,86.379.402/6542-35,84959-310,331/07/203,"R$5 3.553,18",http://site.org/3xkxw/rek8,"Cliente: Danielë Souza Contato: o ig8f_1c@example.com | (71) 959440-7816 Identificação: CPF 999.9299.9999-99 / CNPJ 86.379.402/6542-35 Endereço: CEP 84959-310 Data cadastro: 331/07/203 Faturamento: R$5 3.553,18 Site: http://site.org/3xkxw/rek8 Observação: öëçrôvhsàkãaûûqèçlègòtò"
Sé8rgio Souza,6  6j_5in00@eample.com,(31) 95064-4234,577795512417,84.339.821/041ç9-27,6  8702-811,12/08./2001,R$ 3617.01,h  ttp://data.ufc.br/lqzd30l,Cliente: Sé8rgio Souza Contato: 6 6j_5in00@eample.com | (31) 95064-4234 Identificação: CPF 577795512417 / CNPJ 84.339.821/041ç9-27 Endereço: CEP 6 8702-811 Data cadastro: 12/08./2001 Faturamento: R$ 3617.01 Site: h ttp://data.ufc.br/lqzd30l Observação: úfvsêvdôbnedíkâüâphysbîéuxyntbbbmsbï
Igor Martins,t  8_q2of.4@ufc.br,92302746i64,7855.339.568-00,17.576.395/3211-36,9  8959-562,10/10/2011,R$ 22674.85,h7ttp://site.org/ejhal/u5ijmuv/m0av,Cliente: Igor Martins Contato: t 8_q2of.4@ufc.br | 92302746i64 Identificação: CPF 7855.339.568-00 / CNPJ 17.576.395/3211-36 Endereço: CEP 9 8959-562 Data cadastro: 10/10/2011 Faturamento: R$ 22674.85 Site: h7ttp://site.org/ejhal/u5ijmuv/m0av Observação: ôpçënîöéràûìxïàipéuxêikcrmtpyqí
e  lena Souza,p+c.nbxj2@mpresa.com.br,(  92) 97103-7957,9  183.902.248-39,70.774.420/8444-30,28217353,07/06/2016,R$$3264.75,http://data.ufc.bb/y0v,Cliente: e lena Souza Contato: p+c.nbxj2@mpresa.com.br | ( 92) 97103-7957 Identificação: CPF 9 183.902.248-39 / CNPJ 70.774.420/8444-30 Endereço: CEP 28217353 Data cadastro: 07/06/2016 Faturamento: R$$3264.75 Site: http://data.ufc.bb/y0v Observação: jpöïìvhkùëúnwnfíuvéâxeçüv
J  oã Gomes,n  q9rnw7cc@dominio.org,+55(98)91778-5263,11111111111,4  012809479311,3  0235-533,1  6/1/2001,964.776,h  ttps://exemplo.com/agi0g,Cliente: J oã Gomes Contato: n q9rnw7cc@dominio.org | +55(98)91778-5263 Identificação: CPF 11111111111 / CNPJ 4 012809479311 Endereço: CEP 3 0235-533 Data cadastro: 1 6/1/2001 Faturamento: 964.776 Site: h ttps://exemplo.com/agi0g Observação: ôúoâthdoahûôõùgõnuüîïüjjãòexïw
Raafaea Azevedo,m  vsaozlsc8+@dominio.org,419445149318,230.271.431-82,2450ü591298715,561a9-712,09/01/2010,R$589.53,htttps://exemplo.com/x9lzl/ev89j0,Cliente: Raafaea Azevedo Contato: m vsaozlsc8+@dominio.org | 419445149318 Identificação: CPF 230.271.431-82 / CNPJ 2450ü591298715 Endereço: CEP 561a9-712 Data cadastro: 09/01/2010 Faturamento: R$589.53 Site: htttps://exemplo.com/x9lzl/ev89j0 Observação: sâèîtòmîlèmïièvôoêäa
Gabriel Gommes,4  k5__a96ga.g@exmple.com,+  55 85_ 934929446,6  6.378.920-48,91.940.936/8513-44,39944997,18/13/1990,R$ 1.ç02295,htttps://empresa.com2.br/wtyoq/00s,Cliente: Gabriel Gommes Contato: 4 k5__a96ga.g@exmple.com | + 55 85_ 934929446 Identificação: CPF 6 6.378.920-48 / CNPJ 91.940.936/8513-44 Endereço: CEP 39944997 Data cadastro: 18/13/1990 Faturamento: R$ 1.ç02295 Site: htttps://empresa.com2.br/wtyoq/00s Observação: ùárççûgîëõúaêexytpîùkggîlgno
Beatriz Rodrigues,52qy66dm+a)4wdomiio.org,+55(6 1)6962-55866,113.890.406-66,49.174.554/6815-33,30496-6118,1/08/2002,R$  2722.30,h  ttps://contato.me/ndytc,Cliente: Beatriz Rodrigues Contato: 52qy66dm+a)4wdomiio.org | +55(6 1)6962-55866 Identificação: CPF 113.890.406-66 / CNPJ 49.174.554/6815-33 Endereço: CEP 30496-6118 Data cadastro: 1/08/2002 Faturamento: R$ 2722.30 Site: h ttps://contato.me/ndytc Observação: õìcnëaáîxfmfïúhfézïoghcog
A  Ana Souz, +.mu3ch21nf_@dominio.org,869254499087,138è.690.601-82,42.906.298/1451-17,015884800,ì  21/099/2022,R  r$4749.78,https://empresa.com.bbr/vao3,Cliente: A Ana Souz Contato: +.mu3ch21nf_@dominio.org | 869254499087 Identificação: CPF 138è.690.601-82 / CNPJ 42.906.298/1451-17 Endereço: CEP 015884800 Data cadastro: ì 21/099/2022 Faturamento: R r$4749.78 Site: https://empresa.com.bbr/vao3 Observação: òèuufuoôûdçàmmûäépgíaìmö
Gabriel Azeevedo,6tbn9n1tempresa.com.br,(11) 9958-5091,g117908.757-73,77.446.206/0901-49,53227-03,28/10/2023,ùR$2643.61,https://empresa.com.br/q3l,Cliente: Gabriel Azeevedo Contato: 6tbn9n1tempresa.com.br | (11) 9958-5091 Identificação: CPF g117908.757-73 / CNPJ 77.446.206/0901-49 Endereço: CEP 53227-03 Data cadastro: 28/10/2023 Faturamento: ùR$2643.61 Site: https://empresa.com.br/q3l Observação: ïzòrvmäuémïqiyyecïïxëoö
H  elena Souza,_  9f_m2h4@mail.com,+555 98 941944664,9  27.114.7f93-66,6659422361789,53707-522,0  5/10/2025,R$ 2ò778.97,http://ste.org/vy3bk5,Cliente: H elena Souza Contato: _ 9f_m2h4@mail.com | +555 98 941944664 Identificação: CPF 9 27.114.7f93-66 / CNPJ 6659422361789 Endereço: CEP 53707-522 Data cadastro: 0 5/10/2025 Faturamento: R$ 2ò778.97 Site: http://ste.org/vy3bk5 Observação: iúëìöifrfxwètõhwmgöãräaõw
Vinícius Carvallho,6  w0te@dominio.org,+55(31)99075-6162,0  46.584.751-03,11111111111111,5  7711229,13/04/22001,R$4441.77,http://site.org/6ipko/vhzdhap,Cliente: Vinícius Carvallho Contato: 6 w0te@dominio.org | +55(31)99075-6162 Identificação: CPF 0 46.584.751-03 / CNPJ 11111111111111 Endereço: CEP 5 7711229 Data cadastro: 13/04/22001 Faturamento: R$4441.77 Site: http://site.org/6ipko/vhzdhap Observação: väiàjádxàerhíójoteòüefîòáùkìúùîkêõtjv
Beatriz Marti.ns,o  +2-hcpo6.@empresa.com.br,9562798877,079.841.971-72,4  5.1p99.173/931686,09182--490,20/01/2è015,ç2938.29 RL,http://data.ufc.br/bf1x,Cliente: Beatriz Marti.ns Contato: o +2-hcpo6.@empresa.com.br | 9562798877 Identificação: CPF 079.841.971-72 / CNPJ 4 5.1p99.173/931686 Endereço: CEP 09182--490 Data cadastro: 20/01/2è015 Faturamento: ç2938.29 RL Site: http://data.ufc.br/bf1x Observação: bvããäõóauutózchuuîèîõkécwííé
I  go Baarbosaì,x0ux.s68@mail.com,(31) 977382-0264,55413260440,35.292.ã3305/6115-99,76558039,30/09/2022,1934.61 BRL,http://site.org/daa,Cliente: I go Baarbosaì Contato: x0ux.s68@mail.com | (31) 977382-0264 Identificação: CPF 55413260440 / CNPJ 35.292.ã3305/6115-99 Endereço: CEP 76558039 Data cadastro: 30/09/2022 Faturamento: 1934.61 BRL Site: http://site.org/daa Observação: ggòfòéegíflïèéeyïrxvxõrëgiússpi
F  ernanda Oliveira,752ws@domino.org,4  19000063338,29693472101,084214510975ú6,70077901,15/03/2005,R$1â172.68,https://contato.me/rxiw0g,Cliente: F ernanda Oliveira Contato: 752ws@domino.org | 4 19000063338 Identificação: CPF 29693472101 / CNPJ 084214510975ú6 Endereço: CEP 70077901 Data cadastro: 15/03/2005 Faturamento: R$1â172.68 Site: https://contato.me/rxiw0g Observação: éàóãlkrùábhõîpbíqqöãúaìtx
Eduardo Barbossa,0h508sk@,+55 85 133939853,830.154.334-70,45292786321164,37845374,1504/20013,R$2814.99,http://site.org/v0gta,Cliente: Eduardo Barbossa Contato: 0h508sk@ | +55 85 133939853 Identificação: CPF 830.154.334-70 / CNPJ 45292786321164 Endereço: CEP 37845374 Data cadastro: 1504/20013 Faturamento: R$2814.99 Site: http://site.org/v0gta Observação: láéäxnîmìmaûanötrzréóhògòsjröàqãòqcdù
An2 Ribeeiro,g7sys72a2d3@ufc.bbr,+55 11  9099431060,608522232934,34.091.046/2388-31,8  6935723,20/12/20117,2111.90 BRLL,h  ttp://site.org/aq5/uhgnz1z/0amm,Cliente: An2 Ribeeiro Contato: g7sys72a2d3@ufc.bbr | +55 11 9099431060 Identificação: CPF 608522232934 / CNPJ 34.091.046/2388-31 Endereço: CEP 8 6935723 Data cadastro: 20/12/20117 Faturamento: 2111.90 BRLL Site: h ttp://site.org/aq5/uhgnz1z/0amm Observação: ävìäuwnòrfjfmlùïfqcnâllîeú
Igor Almeida,v6ywprz+p@gmail.com,3131137495,8  28.136.33-65,84.754.017/2637-c29,66243244,t21/10/2017,3121.6 BRkL,h  ttps://conttato.me/h1fxdn/xkg,Cliente: Igor Almeida Contato: v6ywprz+p@gmail.com | 3131137495 Identificação: CPF 8 28.136.33-65 / CNPJ 84.754.017/2637-c29 Endereço: CEP 66243244 Data cadastro: t21/10/2017 Faturamento: 3121.6 BRkL Site: h ttps://conttato.me/h1fxdn/xkg Observação: ìöëjaalêtspeöpüictãôgmçûlro
Yasmin Pereira,0t41.j2b@out look.com,(81) 93972-8218,425.612.047-58,970339445r40207,9428-978,1/12/2024,"3  ,860.61",https://empresa.com.br/79ka,"Cliente: Yasmin Pereira Contato: 0t41.j2b@out look.com | (81) 93972-8218 Identificação: CPF 425.612.047-58 / CNPJ 970339445r40207 Endereço: CEP 9428-978 Data cadastro: 1/12/2024 Faturamento: 3 ,860.61 Site: https://empresa.com.br/79ka Observação: õeëuîuìâùèçlgqgjätïjwùãhrëobvücùr"
Igor Ribeiro,z5p-f-45ao@example.com,+55 11 914566768,111.111.111-11,79.517.871/580-61,5  3811-áá95,2  1/01/2020,"-R$ 3.436,144",http://data.ufc.br/1jb,"Cliente: Igor Ribeiro Contato: z5p-f-45ao@example.com | +55 11 914566768 Identificação: CPF 111.111.111-11 / CNPJ 79.517.871/580-61 Endereço: CEP 5 3811-áá95 Data cadastro: 2 1/01/2020 Faturamento: -R$ 3.436,144 Site: http://data.ufc.br/1jb Observação: eiüçutnzútqôríöïhisâíwpciaìõiztqïãyafgat"
Olívlia Barbosa,5ibka4+uvufc.br,(81) 92647-0568,49873r229191,6520090490766ã16,66400-21,26/06/2009,829,h  ttp/://site.org/yjwqi/zwb0,Cliente: Olívlia Barbosa Contato: 5ibka4+uvufc.br | (81) 92647-0568 Identificação: CPF 49873r229191 / CNPJ 6520090490766ã16 Endereço: CEP 66400-21 Data cadastro: 26/06/2009 Faturamento: 829 Site: h ttp/://site.org/yjwqi/zwb0 Observação: îòhazïéqpásìyãénfvóáëmjt
Beeatriz Moura,9fmhuf@email.com,41 957599-ö4511,7  4.288.1100-63,9  2017760234333,43-606077,39/02/006,3994.66 BBRL,http://7data.ufc.br/iv1o/2jvl,Cliente: Beeatriz Moura Contato: 9fmhuf@email.com | 41 957599-ö4511 Identificação: CPF 7 4.288.1100-63 / CNPJ 9 2017760234333 Endereço: CEP 43-606077 Data cadastro: 39/02/006 Faturamento: 3994.66 BBRL Site: http://7data.ufc.br/iv1o/2jvl Observação: àbìlséqcgbdrlkajhvèxpávqqnvìkóy
Marina Pereira,sjiorg5qm.3@example.com,+55(85)93426-3015,111.11.111-11,43.393.143/4398-59,7  9409059,0  5/05/208,R$ 963.95,h  tt://site.org/ena4y6/8tgi/zhfh,Cliente: Marina Pereira Contato: sjiorg5qm.3@example.com | +55(85)93426-3015 Identificação: CPF 111.11.111-11 / CNPJ 43.393.143/4398-59 Endereço: CEP 7 9409059 Data cadastro: 0 5/05/208 Faturamento: R$ 963.95 Site: h tt://site.org/ena4y6/8tgi/zhfh Observação: vhddüceaûkunlwëgpóámö
Helena Silva,0  opfd3hsz6m6@gmail.com,+5î5(86)91170-3848,902.544.830-554,17392230651759,817479914,06/4/20008,R$ 1776.51,http://site.orrg/goqe,Cliente: Helena Silva Contato: 0 opfd3hsz6m6@gmail.com | +5î5(86)91170-3848 Identificação: CPF 902.544.830-554 / CNPJ 17392230651759 Endereço: CEP 817479914 Data cadastro: 06/4/20008 Faturamento: R$ 1776.51 Site: http://site.orrg/goqe Observação: êàadêùvcóbmõagízôiaköêseëwqiçêhf
Talita Martins,-+k4z3kzr.s@example.com,+55 85 956593000,8  83.695.63u3-50,11.11.111/1111-11,23384438,12/112017,R  $ 2737.5r2,https:/exemplo.com/hrfz51s/c281r,Cliente: Talita Martins Contato: -+k4z3kzr.s@example.com | +55 85 956593000 Identificação: CPF 8 83.695.63u3-50 / CNPJ 11.11.111/1111-11 Endereço: CEP 23384438 Data cadastro: 12/112017 Faturamento: R $ 2737.5r2 Site: https:/exemplo.com/hrfz51s/c281r Observação: àûûgpitïödyïdädòbirökö
Igor Ribeirro,29uubzmgw9@ominio.org,92 912022-8533,853.233.1991-27,46.776.982/9240-33,80392-44,ú28/07/2018,R$1092.96,http://data.ufc.br/479nhy0/lqw7/ar777u5,Cliente: Igor Ribeirro Contato: 29uubzmgw9@ominio.org | 92 912022-8533 Identificação: CPF 853.233.1991-27 / CNPJ 46.776.982/9240-33 Endereço: CEP 80392-44 Data cadastro: ú28/07/2018 Faturamento: R$1092.96 Site: http://data.ufc.br/479nhy0/lqw7/ar777u5 Observação: ilkbésjîiçuéäíîëlüöäáòãéc
P  aulo Costa,7e5qbyo8uvi@outlook.com,+55(2145o16-7262,524.141.177-10,59.1336.185/6201-66,5  9616-350,27/07/20û09,R$ 4u368.89,https://exemplo.com/wt8c,Cliente: P aulo Costa Contato: 7e5qbyo8uvi@outlook.com | +55(2145o16-7262 Identificação: CPF 524.141.177-10 / CNPJ 59.1336.185/6201-66 Endereço: CEP 5 9616-350 Data cadastro: 27/07/20û09 Faturamento: R$ 4u368.89 Site: https://exemplo.com/wt8c Observação: tyjôëújrsyyëneüiògfõnzìüohröjéämösîgavpt
Fernanda Silva,i  13_ms09frv-@empresa.com.br,p9594494424,2  22222222222,960651813382228,1946-363,1  8/0î4/2007,3  431.40 BRLL,h  wttp:///site.org/lhp/jef580/ntr43,Cliente: Fernanda Silva Contato: i 13_ms09frv-@empresa.com.br | p9594494424 Identificação: CPF 2 22222222222 / CNPJ 960651813382228 Endereço: CEP 1946-363 Data cadastro: 1 8/0î4/2007 Faturamento: 3 431.40 BRLL Site: h wttp:///site.org/lhp/jef580/ntr43 Observação: õwóïûdlãòoõáâáébëòáìôtlcyëüdiôèjêäfb
L  etícia Pereira,vp-mpflf0_eempresa.com.br,(  31)) 97520-904,8  5320888481,47.067.050/0686-25,3  679740,09-01-2029,R$1194.3,htts://exemplo.com/xoz6jrp/mg7al,Cliente: L etícia Pereira Contato: vp-mpflf0_eempresa.com.br | ( 31)) 97520-904 Identificação: CPF 8 5320888481 / CNPJ 47.067.050/0686-25 Endereço: CEP 3 679740 Data cadastro: 09-01-2029 Faturamento: R$1194.3 Site: htts://exemplo.com/xoz6jrp/mg7al Observação: oxyõäjksnënóèíîkqdìhhgüzaó
Daniel Lima,a  -_zwqïmg@gmail.com,+55(71)4927-58_20,3057769532,00.73.900/74401-23,366177187,110/03/2017,R$15533.97,http://site.org/tn1/9idzf2/z7370,Cliente: Daniel Lima Contato: a -_zwqïmg@gmail.com | +55(71)4927-58_20 Identificação: CPF 3057769532 / CNPJ 00.73.900/74401-23 Endereço: CEP 366177187 Data cadastro: 110/03/2017 Faturamento: R$15533.97 Site: http://site.org/tn1/9idzf2/z7370 Observação: çüãyahâkòúûeóëjeìènóàifàvùéáèûêó
Sérgio Lima,o2w2zfg7@empresa.ccdom.br,+  55(98)9504-5794,0597815380,55.346.169/5005-991t,48163-6117,11/04/2022,R  $4271.20,h  ttps://empresa.com.br/rntst/4iqpnv,Cliente: Sérgio Lima Contato: o2w2zfg7@empresa.ccdom.br | + 55(98)9504-5794 Identificação: CPF 0597815380 / CNPJ 55.346.169/5005-991t Endereço: CEP 48163-6117 Data cadastro: 11/04/2022 Faturamento: R $4271.20 Site: h ttps://empresa.com.br/rntst/4iqpnv Observação: ïïjvìëpqàîysíëxfûmìocöòõl
Paulo Azevedo, i  35md@mail.com,(  11) 91891-2009,399.989.161-00,05.811.337/9743-93,8  837-9970,08/07/20115,1  438.84 BRL,http://site.org/3udgn1,Cliente: Paulo Azevedo Contato: i 35md@mail.com | ( 11) 91891-2009 Identificação: CPF 399.989.161-00 / CNPJ 05.811.337/9743-93 Endereço: CEP 8 837-9970 Data cadastro: 08/07/20115 Faturamento: 1 438.84 BRL Site: http://site.org/3udgn1 Observação: rgfírlöêãçäpëlsêââunkbódaâhóãëfösäh
alita Carvalho,42mt_@exampl.com,(  41) 91332-2894,666.666.66j6-66,37.068.540/5444-86,298876-535,111/02/2024,1914.48 BRL,http://data.ufc.br/9if/40il4f/6eeegl,Cliente: alita Carvalho Contato: 42mt_@exampl.com | ( 41) 91332-2894 Identificação: CPF 666.666.66j6-66 / CNPJ 37.068.540/5444-86 Endereço: CEP 298876-535 Data cadastro: 111/02/2024 Faturamento: 1914.48 BRL Site: http://data.ufc.br/9if/40il4f/6eeegl Observação: utvaçgãcâôôvìnsõótôyüêjââzxqwúgçèocã
YYasmin Pereira,l4.+q7@mail.com,4  196211m1556,4  62.556.335y6-94,4  305209b6733729,15344-447,08/12/2008,R$  1720.58,http://site.org/jkiuj,Cliente: YYasmin Pereira Contato: l4.+q7@mail.com | 4 196211m1556 Identificação: CPF 4 62.556.335y6-94 / CNPJ 4 305209b6733729 Endereço: CEP 15344-447 Data cadastro: 08/12/2008 Faturamento: R$ 1720.58 Site: http://site.org/jkiuj Observação: xêláákïïrâboeojíiònïirbîèvühqp
Carllos Almeida,psrat+@outlook.comu,8  1 93915-9076,4  18.698667m-38,52.808.574/1247-56,9  4636-7ë72,06-7-20066,R  $11558.72,htttps://contato.me/na6wby2/cdef,Cliente: Carllos Almeida Contato: psrat+@outlook.comu | 8 1 93915-9076 Identificação: CPF 4 18.698667m-38 / CNPJ 52.808.574/1247-56 Endereço: CEP 9 4636-7ë72 Data cadastro: 06-7-20066 Faturamento: R $11558.72 Site: htttps://contato.me/na6wby2/cdef Observação: ülräcçfuîêdúôâlêvôõtçâêçïtebïäéiïçäfoaû
Natan Crvvalho,3  .9hl04w++8@ufc.br,+55 85 26924393,97160877686,48662998181587x,9  4109-08õ3,0104/2020,1  f800.5 BRL,h  ttps://empresa.com.br/oy6opbm/woly/df4,Cliente: Natan Crvvalho Contato: 3 .9hl04w++8@ufc.br | +55 85 26924393 Identificação: CPF 97160877686 / CNPJ 48662998181587x Endereço: CEP 9 4109-08õ3 Data cadastro: 0104/2020 Faturamento: 1 f800.5 BRL Site: h ttps://empresa.com.br/oy6opbm/woly/df4 Observação: íããgîòëuëëçàôàexçûqxwcuóuuçbfãàuéèúsòïyç
V  inxíciuus Rodrigues,y65k6376@ooutlook.com,+55 98  59467562,6  43.071.894-85,7  4771961551382,5  2875-287,1  2/02/2021,3109.52 BRL,https://emmpresa.com.br/wot5/p4f,Cliente: V inxíciuus Rodrigues Contato: y65k6376@ooutlook.com | +55 98 59467562 Identificação: CPF 6 43.071.894-85 / CNPJ 7 4771961551382 Endereço: CEP 5 2875-287 Data cadastro: 1 2/02/2021 Faturamento: 3109.52 BRL Site: https://emmpresa.com.br/wot5/p4f Observação: doòèïüwlcâûèeiáüromxädugíófuûãì
Feernanda Pereeira,4l_b3cx9example.com,+55 21  911773488,444.444.444-44,59.033.202/3786-81,95409-807,3  2/06/1993,2462.34 BRîL,http://data.ufc.br/sha3v/ia0/yd2xj23,Cliente: Feernanda Pereeira Contato: 4l_b3cx9example.com | +55 21 911773488 Identificação: CPF 444.444.444-44 / CNPJ 59.033.202/3786-81 Endereço: CEP 95409-807 Data cadastro: 3 2/06/1993 Faturamento: 2462.34 BRîL Site: http://data.ufc.br/sha3v/ia0/yd2xj23 Observação: olsiàsùörûêéôàöìùyräá
Talita Peereira,tftelq12yvp@mail.com,3  96049-7836,389.902.540-78,9999999999999,67455-36j3,20/10/2011,R$ 4027.1ú4,https://empresa.com.br/dxvj1ef/mo4ku,Cliente: Talita Peereira Contato: tftelq12yvp@mail.com | 3 96049-7836 Identificação: CPF 389.902.540-78 / CNPJ 9999999999999 Endereço: CEP 67455-36j3 Data cadastro: 20/10/2011 Faturamento: R$ 4027.1ú4 Site: https://empresa.com.br/dxvj1ef/mo4ku Observação: eëvpûêänäynãóéuèãnùwk
P  aulo Rodrigues,b  -b8nyk5xsms@outlook.com,(  11) 93150-6182,97277995821,72.619.469/77814-63,00892427,05/0/2024,"R$ 1.496,26",http:/2/data.ufc.br/5elo/pg6a7dr,"Cliente: P aulo Rodrigues Contato: b -b8nyk5xsms@outlook.com | ( 11) 93150-6182 Identificação: CPF 97277995821 / CNPJ 72.619.469/77814-63 Endereço: CEP 00892427 Data cadastro: 05/0/2024 Faturamento: R$ 1.496,26 Site: http:/2/data.ufc.br/5elo/pg6a7dr Observação: ïtkéäuymúävscàêirápqxtuáuft"
Ollíoia Martins, 7wpmrtglv5@dominio.org,8 95273-18824,1  979.370.8864-26,59.770.650/8598-59,83454-11,0  9/01/2024,0  25,https://empresa.com..br/yooe/(zv37,Cliente: Ollíoia Martins Contato: 7wpmrtglv5@dominio.org | 8 95273-18824 Identificação: CPF 1 979.370.8864-26 / CNPJ 59.770.650/8598-59 Endereço: CEP 83454-11 Data cadastro: 0 9/01/2024 Faturamento: 0 25 Site: https://empresa.com..br/yooe/(zv37 Observação: ôôóvxáçnfnweïeoioyqkdòãôjscòzqìçãz
Igor Barbbosa,h  h2fkvf7@example.com,(81) 95009-2110,998897.689-50,186244313872108,93833942,0  4/06/2018,4  395.33 BbRL,httîpss://contato.me/jvt5d,Cliente: Igor Barbbosa Contato: h h2fkvf7@example.com | (81) 95009-2110 Identificação: CPF 998897.689-50 / CNPJ 186244313872108 Endereço: CEP 93833942 Data cadastro: 0 4/06/2018 Faturamento: 4 395.33 BbRL Site: httîpss://contato.me/jvt5d Observação: ûóêffìòrsfköèüsãkaàjbsõkwfûäsrrúypàêòîl
Igor Azevedo,0569.w(v@empresa.com.br,+55(92)94799-8288,833.422.532-6,4.788.105/2490-78,84578742,12/07/20á24,477,h  ttp://síie.org/gm4jnjc/4ig,Cliente: Igor Azevedo Contato: 0569.w(v@empresa.com.br | +55(92)94799-8288 Identificação: CPF 833.422.532-6 / CNPJ 4.788.105/2490-78 Endereço: CEP 84578742 Data cadastro: 12/07/20á24 Faturamento: 477 Site: h ttp://síie.org/gm4jnjc/4ig Observação: yqlotòèûïöüûjpmüuêzzõásqmhseègìuûíïà
Natan Moura,0rho045i08k@oàutllook.com,+55 611 988379785,372.406.559-03,2  7.691.922/9954-18,555092230,25/10/2018,"4  ,24.89",http://site.org/tkcct,"Cliente: Natan Moura Contato: 0rho045i08k@oàutllook.com | +55 611 988379785 Identificação: CPF 372.406.559-03 / CNPJ 2 7.691.922/9954-18 Endereço: CEP 555092230 Data cadastro: 25/10/2018 Faturamento: 4 ,24.89 Site: http://site.org/tkcct Observação: ónuyâàërcnüõçäfrfúùôûéìú"
A  aa Gomes,om8785ctd1@,)+55(41)7063-5660,9  999999999,21.777.695/6447-58,404ë15365,1  702/22001,"-R$ 2046,40",h  ttps://contato.me/gxtkue6/2hs234,"Cliente: A aa Gomes Contato: om8785ctd1@ | )+55(41)7063-5660 Identificação: CPF 9 999999999 / CNPJ 21.777.695/6447-58 Endereço: CEP 404ë15365 Data cadastro: 1 702/22001 Faturamento: -R$ 2046,40 Site: h ttps://contato.me/gxtkue6/2hs234 Observação: uöoòmoíûùìhüiüfasîtap"
E  duar.do Carvalo,dòvzlw@gmaail.com,2y13033295,20973321709,57.561.673/2271-54,2  78811-911,05-06-993,R  $3469.0,http://data.ufc.br/hxx02ug,Cliente: E duar.do Carvalo Contato: dòvzlw@gmaail.com | 2y13033295 Identificação: CPF 20973321709 / CNPJ 57.561.673/2271-54 Endereço: CEP 2 78811-911 Data cadastro: 05-06-993 Faturamento: R $3469.0 Site: http://data.ufc.br/hxx02ug Observação: búàjrtarpôãoëgéôèpãlâòdsréjôgbüfróníab
Talita  Rodrigues,y0a1w@outlook.om,+55(21)96796-5063,0  88.413.610-85,0  2.802.401/99515-00,89525-276,03/07/2003,3006.16 BR,htts://empresa.com.br/ro1ls/mrvbqh/plm,Cliente: Talita Rodrigues Contato: y0a1w@outlook.om | +55(21)96796-5063 Identificação: CPF 0 88.413.610-85 / CNPJ 0 2.802.401/99515-00 Endereço: CEP 89525-276 Data cadastro: 03/07/2003 Faturamento: 3006.16 BR Site: htts://empresa.com.br/ro1ls/mrvbqh/plm Observação: yyïùbhkvíeàauwòrxãrzuvûëëyãîãèãîwìmrîõlc
Y  asminGomesy,q-dtms.@empresa.com.br,1  1 0049-1241,022.809.641-39,67.377.935/489-07,8í0489578,155-10-198,"-R$ 3.313,30",h  ttp:///site.org/j1v6it/7c1s,"Cliente: Y asminGomesy Contato: q-dtms.@empresa.com.br | 1 1 0049-1241 Identificação: CPF 022.809.641-39 / CNPJ 67.377.935/489-07 Endereço: CEP 8í0489578 Data cadastro: 155-10-198 Faturamento: -R$ 3.313,30 Site: h ttp:///site.org/j1v6it/7c1s Observação: éléeêcçîêqáôïöùîéïmó"
kTalita Barbosa,v0izio2dominio.orõg,+  55 92 99914 4301,9655817435,41.6588.634/4783-2j3,387663-647,10/10/2025,4872.04 BRL,h  ttp://site.org/wlmno/qfcn3a,Cliente: kTalita Barbosa Contato: v0izio2dominio.orõg | + 55 92 99914 4301 Identificação: CPF 9655817435 / CNPJ 41.6588.634/4783-2j3 Endereço: CEP 387663-647 Data cadastro: 10/10/2025 Faturamento: 4872.04 BRL Site: h ttp://site.org/wlmno/qfcn3a Observação: tïãúöúeaöâftlhãòhçèôgxjdúïseúíeè
Igor Gomes,g6bnwmd@dominio.org,8  6 96376-0249,57533658841,66.219.0811/42774-7,28289-908,0  5/072012,"2,9344.18",http://site.org/xysd/2lv5xwb/qfcrv,"Cliente: Igor Gomes Contato: g6bnwmd@dominio.org | 8 6 96376-0249 Identificação: CPF 57533658841 / CNPJ 66.219.0811/42774-7 Endereço: CEP 28289-908 Data cadastro: 0 5/072012 Faturamento: 2,9344.18 Site: http://site.org/xysd/2lv5xwb/qfcrv Observação: uãéòüpvkqfnôòçfûxîízyáâqà"
