,nome,email,telefone,cpf,cpf_validado,cnpj,cnpj_validado,cep,data,valor,url
813,"[['Letícia Gomesg'], 'Letícia Gomesg']","[['n5_p4a8@empresa.com.br'], 'n5_p4a8@empresa.com.br']","[[], None]","[['298.852.496-30'], '298.852.496-30']",True,"[[], None]",False,"[[], None]","[[('02', '11', '2020')], '02/11/2020']","[['539.71'], '539.71']","[['http://data.ufc.br/ahtdx/vqoj'], 'http://data.ufc.br/ahtdx/vqoj']"
814,"[['Talita Barbosa'], 'Talita Barbosa']","[['j_cyp@example.com'], 'j_cyp@example.com']","[['(61) 9266-5754'], '(61) 9266-5754']","[['791.439.425-47'], '791.439.425-47']",True,"[['51.382.444/2934-10'], '51.382.444/2934-10']",True,"[[], None]","[[('2', '06', '2028')], '2/06/2028']","[[' 2157.45'], ' 2157.45']","[[], None]"
815,"[['EduardoGomes'], 'EduardoGomes']","[[], None]","[[], None]","[['697.446.256-53'], '697.446.256-53']",False,"[[], None]",False,"[['91823860'], '91823860']","[[('18', '1', '2006')], '18/1/2006']","[['R$ 1.807,96'], 'R$ 1.807,96']","[['http://daata.ufc.br/db0ut5p/tdyf1t7/666'], 'http://daata.ufc.br/db0ut5p/tdyf1t7/666']"
816,"[['Letícia Pereira'], 'Letícia Pereira']","[[], None]","[[], None]","[['999.999.999-99'], '999.999.999-99']",False,"[['79.200.868/7264-80'], '79.200.868/7264-80']",True,"[['13714591'], '13714591']","[[('16', '04', '2008')], '16 /04/2008']","[['414.43'], '414.43']","[[], None]"
817,"[['Marina Rodrigues'], 'Marina Rodrigues']","[['5gr+z3m+216t@mail.com'], '5gr+z3m+216t@mail.com']","[['(55) 98018-0990'], '(55) 98018-0990']","[[], None]",False,"[['78.535.633/0980-60'], '78.535.633/0980-60']",True,"[[], None]","[[('01', '08', '2023')], '01/08/2023']","[[], None]","[['http://ite.orrg/32bb6'], 'http://ite.orrg/32bb6']"
818,"[['Nattan Barbosa'], 'Nattan Barbosa']","[['1udx2e@gmail.co'], '1udx2e@gmail.co']","[[], None]","[[], None]",False,"[['06.946.667/0405-42'], '06.946.667/0405-42']",True,"[[], None]","[[], None]","[['R$ 3996.03'], 'R$ 3996.03']","[[], None]"
819,"[['João Azvedo'], 'João Azvedo']","[['zbt7v.g@gmail.com'], 'zbt7v.g@gmail.com']","[[], None]","[['313.038.899-00'], '313.038.899-00']",True,"[['97.679.106/2036-32'], '97.679.106/2036-32']",True,"[[], None]","[[], None]","[['R$ 8332.26'], 'R$ 8332.26']","[['https://exemplo.com/c1rxqz/1q7q4/uhx00'], 'https://exemplo.com/c1rxqz/1q7q4/uhx00']"
820,"[['João osta'], 'João osta']","[[], None]","[['(95) 9595-4454'], '(95) 9595-4454']","[['176.049.228-95'], '176.049.228-95']",False,"[['78.804.133/7801-03'], '78.804.133/7801-03']",True,"[['95259864'], '95259864']","[[], None]","[['22217.38'], '22217.38']","[[], None]"
821,"[['Paulúo Barbosa'], 'Paulúo Barbosa']","[[], None]","[['2540-2642'], '2540-2642']","[[], None]",False,"[['16.145.387/4715-73'], '16.145.387/4715-73']",True,"[['18641453'], '18641453']","[[], None]","[['627.90'], '627.90']","[[], None]"
822,"[['Beatriz Perei'], 'Beatriz Perei']","[[], None]","[['(81) 91783-7464'], '(81) 91783-7464']","[['953.642.137-22'], '953.642.137-22']",True,"[['56.997.150/8407-66'], '56.997.150/8407-66']",False,"[['03677-230'], '03677-230']","[[('09', '11', '2004')], '09/11/2004']","[['1,629.80'], '1,629.80']","[[], None]"
823,"[['Sé'], 'Sé']","[['6j_5in00@eample.com'], '6j_5in00@eample.com']","[['(31) 95064-4234'], '(31) 95064-4234']","[[], None]",False,"[['84.339.821/0419-27'], '84.339.821/0419-27']",True,"[[], None]","[[], None]","[['R$ 3617.01'], 'R$ 3617.01']","[[], None]"
824,"[['Igor Martins'], 'Igor Martins']","[['8_q2of.4@ufc.br'], '8_q2of.4@ufc.br']","[['(92) 3027-4664'], '(92) 3027-4664']","[[], None]",False,"[['17.576.395/3211-36'], '17.576.395/3211-36']",True,"[[], None]","[[('10', '10', '2011')], '10/10/2011']","[['R$ 22674.85'], 'R$ 22674.85']","[[], None]"
825,"[['e  lena Souza'], 'e  lena Souza']","[['p+c.nbxj2@mpresa.com.br'], 'p+c.nbxj2@mpresa.com.br']","[['(92) 97103-7957'], '(92) 97103-7957']","[[], None]",False,"[['70.774.420/8444-30'], '70.774.420/8444-30']",True,"[['28217353'], '28217353']","[[('07', '06', '2016')], '07/06/2016']","[['3264.75'], '3264.75']","[['http://data.ufc.bb/y0v'], 'http://data.ufc.bb/y0v']"
826,"[['J  oã Gomes'], 'J  oã Gomes']","[['q9rnw7cc@dominio.org'], 'q9rnw7cc@dominio.org']","[[], None]","[['111.111.111-11'], '111.111.111-11']",False,"[[], None]",False,"[[], None]","[[('6', '1', '2001')], '6/1/2001']","[['964.77'], '964.77']","[[], None]"
827,"[['Raafaea Azevedo'], 'Raafaea Azevedo']","[['vsaozlsc8+@dominio.org'], 'vsaozlsc8+@dominio.org']","[[], None]","[['230.271.431-82'], '230.271.431-82']",True,"[[], None]",False,"[[], None]","[[('09', '01', '2010')], '09/01/2010']","[['R$589.53'], 'R$589.53']","[[], None]"
828,"[['Gabriel Gommes'], 'Gabriel Gommes']","[['k5__a96ga.g@exmple.com'], 'k5__a96ga.g@exmple.com']","[[], None]","[[], None]",False,"[['91.940.936/8513-44'], '91.940.936/8513-44']",True,"[['39944997'], '39944997']","[[], None]","[[], None]","[[], None]"
829,"[['Beatriz Rodrigues'], 'Beatriz Rodrigues']","[[], None]","[[], None]","[['113.890.406-66'], '113.890.406-66']",True,"[['49.174.554/6815-33'], '49.174.554/6815-33']",True,"[[], None]","[[('1', '08', '2002')], '1/08/2002']","[['R$  2722.30'], 'R$  2722.30']","[[], None]"
830,"[['A  Ana Souz'], 'A  Ana Souz']","[['+.mu3ch21nf_@dominio.org'], '+.mu3ch21nf_@dominio.org']","[[], None]","[['138.690.601-82'], '138.690.601-82']",True,"[['42.906.298/1451-17'], '42.906.298/1451-17']",True,"[[], None]","[[], None]","[['4749.78'], '4749.78']","[['https://empresa.com.bbr/vao3'], 'https://empresa.com.bbr/vao3']"
831,"[['Gabriel Azeevedo'], 'Gabriel Azeevedo']","[[], None]","[['(11) 9958-5091'], '(11) 9958-5091']","[['117.908.757-73'], '117.908.757-73']",True,"[['77.446.206/0901-49'], '77.446.206/0901-49']",True,"[[], None]","[[('28', '10', '2023')], '28/10/2023']","[['R$2643.61'], 'R$2643.61']","[['https://empresa.com.br/q3l'], 'https://empresa.com.br/q3l']"
832,"[['H  elena Souza'], 'H  elena Souza']","[['9f_m2h4@mail.com'], '9f_m2h4@mail.com']","[[], None]","[['927.114.793-66'], '927.114.793-66']",True,"[[], None]",False,"[['53707-522'], '53707-522']","[[('5', '10', '2025')], '5/10/2025']","[['778.97'], '778.97']","[['http://ste.org/vy3bk5'], 'http://ste.org/vy3bk5']"
833,"[['Vinícius Carvallho'], 'Vinícius Carvallho']","[['w0te@dominio.org'], 'w0te@dominio.org']","[[], None]","[['046.584.751-03'], '046.584.751-03']",True,"[['11.111.111/1111-11'], '11.111.111/1111-11']",False,"[[], None]","[[('13', '04', '2200')], '13/04/2200']","[['R$4441.77'], 'R$4441.77']","[['http://site.org/6ipko/vhzdhap'], 'http://site.org/6ipko/vhzdhap']"
834,"[['Beatriz Marti'], 'Beatriz Marti']","[['+2-hcpo6.@empresa.com.br'], '+2-hcpo6.@empresa.com.br']","[['(95) 6279-8877'], '(95) 6279-8877']","[['079.841.971-72'], '079.841.971-72']",True,"[['45.199.173/9316-86'], '45.199.173/9316-86']",True,"[[], None]","[[], None]","[['2938.29'], '2938.29']","[['http://data.ufc.br/bf1x'], 'http://data.ufc.br/bf1x']"
835,"[['I  go Baarbosaì'], 'I  go Baarbosaì']","[['x0ux.s68@mail.com'], 'x0ux.s68@mail.com']","[[], None]","[['554.132.604-40'], '554.132.604-40']",True,"[[], None]",False,"[['76558039'], '76558039']","[[('30', '09', '2022')], '30/09/2022']","[['1934.61'], '1934.61']","[['http://site.org/daa'], 'http://site.org/daa']"
836,"[['F  ernanda Oliveira'], 'F  ernanda Oliveira']","[['752ws@domino.org'], '752ws@domino.org']","[[], None]","[['296.934.721-01'], '296.934.721-01']",True,"[[], None]",False,"[['70077901'], '70077901']","[[('15', '03', '2005')], '15/03/2005']","[['172.68'], '172.68']","[['https://contato.me/rxiw0g'], 'https://contato.me/rxiw0g']"
837,"[['Eduardo Barbossa'], 'Eduardo Barbossa']","[[], None]","[[], None]","[['830.154.334-70'], '830.154.334-70']",False,"[['45.292.786/3211-64'], '45.292.786/3211-64']",True,"[['37845374'], '37845374']","[[], None]","[['R$2814.99'], 'R$2814.99']","[['http://site.org/v0gta'], 'http://site.org/v0gta']"
838,"[['An'], 'An']","[['g7sys72a2d3@ufc.bbr'], 'g7sys72a2d3@ufc.bbr']","[[], None]","[[], None]",False,"[['34.091.046/2388-31'], '34.091.046/2388-31']",True,"[[], None]","[[('20', '12', '2011')], '20/12/2011']","[['2111.90'], '2111.90']","[[], None]"
839,"[['Igor Almeida'], 'Igor Almeida']","[['v6ywprz+p@gmail.com'], 'v6ywprz+p@gmail.com']","[['(31) 3113-7495'], '(31) 3113-7495']","[[], None]",False,"[['84.754.017/2637-29'], '84.754.017/2637-29']",True,"[['66243244'], '66243244']","[[('21', '10', '2017')], '21/10/2017']","[[], None]","[[], None]"
840,"[['Yasmin Pereira'], 'Yasmin Pereira']","[[], None]","[['(81) 93972-8218'], '(81) 93972-8218']","[['425.612.047-58'], '425.612.047-58']",True,"[['97.033.944/5402-07'], '97.033.944/5402-07']",True,"[[], None]","[[('1', '12', '2024')], '1/12/2024']","[['860.61'], '860.61']","[['https://empresa.com.br/79ka'], 'https://empresa.com.br/79ka']"
841,"[['Igor Ribeiro'], 'Igor Ribeiro']","[['z5p-f-45ao@example.com'], 'z5p-f-45ao@example.com']","[[], None]","[['111.111.111-11'], '111.111.111-11']",False,"[[], None]",False,"[[], None]","[[('1', '01', '2020')], '1/01/2020']","[['R$ 3.436,14'], 'R$ 3.436,14']","[['http://data.ufc.br/1jb'], 'http://data.ufc.br/1jb']"
842,"[['Olívlia Barbosa'], 'Olívlia Barbosa']","[[], None]","[['(81) 92647-0568'], '(81) 92647-0568']","[['498.732.291-91'], '498.732.291-91']",True,"[[], None]",False,"[[], None]","[[('26', '06', '2009')], '26/06/2009']","[[], None]","[[], None]"
843,"[['Beeatriz Moura'], 'Beeatriz Moura']","[['9fmhuf@email.com'], '9fmhuf@email.com']","[[], None]","[['742.881.100-63'], '742.881.100-63']",False,"[['92.017.760/2343-33'], '92.017.760/2343-33']",False,"[[], None]","[[], None]","[['3994.66'], '3994.66']","[['http://7data.ufc.br/iv1o/2jvl'], 'http://7data.ufc.br/iv1o/2jvl']"
844,"[['Marina Pereira'], 'Marina Pereira']","[['sjiorg5qm.3@example.com'], 'sjiorg5qm.3@example.com']","[[], None]","[[], None]",False,"[['43.393.143/4398-59'], '43.393.143/4398-59']",True,"[[], None]","[[], None]","[['R$ 963.95'], 'R$ 963.95']","[[], None]"
845,"[['Helena Silva'], 'Helena Silva']","[['opfd3hsz6m6@gmail.com'], 'opfd3hsz6m6@gmail.com']","[[], None]","[[], None]",False,"[['17.392.230/6517-59'], '17.392.230/6517-59']",True,"[[], None]","[[('06', '4', '2000')], '06/4/2000']","[['R$ 1776.51'], 'R$ 1776.51']","[['http://site.orrg/goqe'], 'http://site.orrg/goqe']"
846,"[['Talita Martins'], 'Talita Martins']","[['-+k4z3kzr.s@example.com'], '-+k4z3kzr.s@example.com']","[[], None]","[['883.695.633-50'], '883.695.633-50']",True,"[[], None]",False,"[['23384438'], '23384438']","[[], None]","[[], None]","[[], None]"
847,"[['Igor Ribeirro'], 'Igor Ribeirro']","[['29uubzmgw9@ominio.org'], '29uubzmgw9@ominio.org']","[[], None]","[[], None]",False,"[['46.776.982/9240-33'], '46.776.982/9240-33']",True,"[[], None]","[[('28', '07', '2018')], '28/07/2018']","[['R$1092.96'], 'R$1092.96']","[['http://data.ufc.br/479nhy0/lqw7/ar777u5'], 'http://data.ufc.br/479nhy0/lqw7/ar777u5']"
848,"[['P  aulo Costa'], 'P  aulo Costa']","[['7e5qbyo8uvi@outlook.com'], '7e5qbyo8uvi@outlook.com']","[[], None]","[['524.141.177-10'], '524.141.177-10']",True,"[[], None]",False,"[[], None]","[[], None]","[['368.89'], '368.89']","[['https://exemplo.com/wt8c'], 'https://exemplo.com/wt8c']"
849,"[['Fernanda Silva'], 'Fernanda Silva']","[['13_ms09frv-@empresa.com.br'], '13_ms09frv-@empresa.com.br']","[['(95) 9449-4424'], '(95) 9449-4424']","[[], None]",False,"[[], None]",False,"[[], None]","[[], None]","[['  431.40'], '  431.40']","[[], None]"
850,"[['L  etícia Pereira'], 'L  etícia Pereira']","[[], None]","[['(31) 9752-0904'], '(31) 9752-0904']","[['853.208.884-81'], '853.208.884-81']",True,"[['47.067.050/0686-25'], '47.067.050/0686-25']",True,"[[], None]","[[], None]","[[], None]","[[], None]"
851,"[['Daniel Lima'], 'Daniel Lima']","[['mg@gmail.com'], 'mg@gmail.com']","[[], None]","[[], None]",False,"[['00.739.007/4401-23'], '00.739.007/4401-23']",False,"[[], None]","[[('10', '03', '2017')], '10/03/2017']","[['R$15533.97'], 'R$15533.97']","[['http://site.org/tn1/9idzf2/z7370'], 'http://site.org/tn1/9idzf2/z7370']"
852,"[['Sérgio Lima'], 'Sérgio Lima']","[['o2w2zfg7@empresa.ccdom.br'], 'o2w2zfg7@empresa.ccdom.br']","[[], None]","[[], None]",False,"[[], None]",False,"[[], None]","[[('11', '04', '2022')], '11/04/2022']","[['4271.20'], '4271.20']","[[], None]"
853,"[['Paulo Azevedo'], 'Paulo Azevedo']","[['35md@mail.com'], '35md@mail.com']","[['(11) 91891-2009'], '(11) 91891-2009']","[['399.989.161-00'], '399.989.161-00']",True,"[['05.811.337/9743-93'], '05.811.337/9743-93']",True,"[[], None]","[[('08', '07', '2011')], '08/07/2011']","[['  438.84'], '  438.84']","[['http://site.org/3udgn1'], 'http://site.org/3udgn1']"
854,"[['alita Carvalho'], 'alita Carvalho']","[['42mt_@exampl.com'], '42mt_@exampl.com']","[['(41) 91332-2894'], '(41) 91332-2894']","[['666.666.666-66'], '666.666.666-66']",False,"[['37.068.540/5444-86'], '37.068.540/5444-86']",True,"[[], None]","[[('11', '02', '2024')], '11/02/2024']","[['1914.48'], '1914.48']","[['http://data.ufc.br/9if/40il4f/6eeegl'], 'http://data.ufc.br/9if/40il4f/6eeegl']"
855,"[['YYasmin Pereira'], 'YYasmin Pereira']","[['l4.+q7@mail.com'], 'l4.+q7@mail.com']","[['(41) 96211-1556'], '(41) 96211-1556']","[[], None]",False,"[['43.052.096/7337-29'], '43.052.096/7337-29']",True,"[['15344-447'], '15344-447']","[[('08', '12', '2008')], '08/12/2008']","[['R$  1720.58'], 'R$  1720.58']","[['http://site.org/jkiuj'], 'http://site.org/jkiuj']"
856,"[['Carllos Almeida'], 'Carllos Almeida']","[['psrat+@outlook.comu'], 'psrat+@outlook.comu']","[['(81) 93915-9076'], '(81) 93915-9076']","[['418.698.667-38'], '418.698.667-38']",True,"[['52.808.574/1247-56'], '52.808.574/1247-56']",True,"[[], None]","[[], None]","[['11558.72'], '11558.72']","[[], None]"
857,"[['Natan Crvvalho'], 'Natan Crvvalho']","[['.9hl04w++8@ufc.br'], '.9hl04w++8@ufc.br']","[[], None]","[['971.608.776-86'], '971.608.776-86']",False,"[['48.662.998/1815-87'], '48.662.998/1815-87']",True,"[[], None]","[[], None]","[[], None]","[[], None]"
858,"[['V  inxíciuus Rodrigues'], 'V  inxíciuus Rodrigues']","[['y65k6376@ooutlook.com'], 'y65k6376@ooutlook.com']","[[], None]","[['643.071.894-85'], '643.071.894-85']",True,"[['74.771.961/5513-82'], '74.771.961/5513-82']",False,"[[], None]","[[('2', '02', '2021')], '2/02/2021']","[['3109.52'], '3109.52']","[['https://emmpresa.com.br/wot5/p4f'], 'https://emmpresa.com.br/wot5/p4f']"
859,"[['Feernanda Pereeira'], 'Feernanda Pereeira']","[[], None]","[[], None]","[['444.444.444-44'], '444.444.444-44']",False,"[['59.033.202/3786-81'], '59.033.202/3786-81']",True,"[['95409-807'], '95409-807']","[[('2', '06', '1993')], '2/06/1993']","[['2462.34'], '2462.34']","[['http://data.ufc.br/sha3v/ia0/yd2xj23'], 'http://data.ufc.br/sha3v/ia0/yd2xj23']"
860,"[['Talita Peereira'], 'Talita Peereira']","[['tftelq12yvp@mail.com'], 'tftelq12yvp@mail.com']","[['(39) 6049-7836'], '(39) 6049-7836']","[['389.902.540-78'], '389.902.540-78']",True,"[[], None]",False,"[[], None]","[[('20', '10', '2011')], '20/10/2011']","[[], None]","[['https://empresa.com.br/dxvj1ef/mo4ku'], 'https://empresa.com.br/dxvj1ef/mo4ku']"
861,"[['P  aulo Rodrigues'], 'P  aulo Rodrigues']","[['-b8nyk5xsms@outlook.com'], '-b8nyk5xsms@outlook.com']","[['(11) 93150-6182'], '(11) 93150-6182']","[['972.779.958-21'], '972.779.958-21']",True,"[[], None]",False,"[['00892427'], '00892427']","[[], None]","[['R$ 1.496,26'], 'R$ 1.496,26']","[[], None]"
862,"[['Ollíoia Martins'], 'Ollíoia Martins']","[['7wpmrtglv5@dominio.org'], '7wpmrtglv5@dominio.org']","[['2731-8824'], '2731-8824']","[[], None]",False,"[['59.770.650/8598-59'], '59.770.650/8598-59']",False,"[[], None]","[[('9', '01', '2024')], '9/01/2024']","[[], None]","[['https://empresa.com..br/yooe/(zv37'], 'https://empresa.com..br/yooe/(zv37']"
863,"[['Igor Barbbosa'], 'Igor Barbbosa']","[['h2fkvf7@example.com'], 'h2fkvf7@example.com']","[['(81) 95009-2110'], '(81) 95009-2110']","[['998.897.689-50'], '998.897.689-50']",True,"[[], None]",False,"[['93833942'], '93833942']","[[('4', '06', '2018')], '4/06/2018']","[['  395.33'], '  395.33']","[[], None]"
864,"[['Igor Azevedo'], 'Igor Azevedo']","[['v@empresa.com.br'], 'v@empresa.com.br']","[[], None]","[[], None]",False,"[[], None]",False,"[['84578742'], '84578742']","[[], None]","[[], None]","[[], None]"
865,"[['Natan Moura'], 'Natan Moura']","[[], None]","[[], None]","[['372.406.559-03'], '372.406.559-03']",True,"[['27.691.922/9954-18'], '27.691.922/9954-18']",True,"[[], None]","[[('25', '10', '2018')], '25/10/2018']","[['24.89'], '24.89']","[['http://site.org/tkcct'], 'http://site.org/tkcct']"
866,"[['A  aa Gomes'], 'A  aa Gomes']","[[], None]","[[], None]","[[], None]",False,"[['21.777.695/6447-58'], '21.777.695/6447-58']",True,"[[], None]","[[], None]","[['R$ 2046,40'], 'R$ 2046,40']","[[], None]"
867,"[['E  duar'], 'E  duar']","[['vzlw@gmaail.com'], 'vzlw@gmaail.com']","[[], None]","[['209.733.217-09'], '209.733.217-09']",True,"[['57.561.673/2271-54'], '57.561.673/2271-54']",False,"[['78811-911'], '78811-911']","[[], None]","[[], None]","[['http://data.ufc.br/hxx02ug'], 'http://data.ufc.br/hxx02ug']"
868,"[['Talita  Rodrigues'], 'Talita  Rodrigues']","[['y0a1w@outlook.om'], 'y0a1w@outlook.om']","[[], None]","[['088.413.610-85'], '088.413.610-85']",True,"[[], None]",False,"[['89525-276'], '89525-276']","[[('03', '07', '2003')], '03/07/2003']","[['3006.16'], '3006.16']","[[], None]"
869,"[['Y  asminGomesy'], 'Y  asminGomesy']","[['q-dtms.@empresa.com.br'], 'q-dtms.@empresa.com.br']","[['(11) 0049-1241'], '(11) 0049-1241']","[['022.809.641-39'], '022.809.641-39']",True,"[[], None]",False,"[[], None]","[[], None]","[['R$ 3.313,30'], 'R$ 3.313,30']","[[], None]"
870,"[['kTalita Barbosa'], 'kTalita Barbosa']","[[], None]","[[], None]","[[], None]",False,"[[], None]",False,"[[], None]","[[('10', '10', '2025')], '10/10/2025']","[['4872.04'], '4872.04']","[[], None]"
871,"[['Igor Gomes'], 'Igor Gomes']","[['g6bnwmd@dominio.org'], 'g6bnwmd@dominio.org']","[['(86) 96376-0249'], '(86) 96376-0249']","[['575.336.588-41'], '575.336.588-41']",True,"[[], None]",False,"[['28289-908'], '28289-908']","[[], None]","[['2,93'], '2,93']","[['http://site.org/xysd/2lv5xwb/qfcrv'], 'http://site.org/xysd/2lv5xwb/qfcrv']"
872,"[['Yasmin Silva'], 'Yasmin Silva']","[['m5oi666zjw@uffc.br'], 'm5oi666zjw@uffc.br']","[['(95) 9930-4591'], '(95) 9930-4591']","[[], None]",False,"[['17.244.014/4222-99'], '17.244.014/4222-99']",False,"[[], None]","[[('8', '03', '2003')], '8/03/2003']","[['  38.48'], '  38.48']","[['https://empresa.com.br/72lo9'], 'https://empresa.com.br/72lo9']"
873,"[['Rafaela Soduza'], 'Rafaela Soduza']","[['lsqqmt2b12q4@example.com'], 'lsqqmt2b12q4@example.com']","[[], None]","[['956.860.177-51'], '956.860.177-51']",True,"[['74.215.673/9852-60'], '74.215.673/9852-60']",False,"[['06142421'], '06142421']","[[('17', '10', '2015')], '17/10/2015']","[['2890.99'], '2890.99']","[['https://empresa.com.br/ikl1/w31/zbswijv'], 'https://empresa.com.br/ikl1/w31/zbswijv']"
874,"[['Olívia Azevedo'], 'Olívia Azevedo']","[['e4b40@gmail.om'], 'e4b40@gmail.om']","[[], None]","[['777.777.777-77'], '777.777.777-77']",False,"[['02.856.307/1346-68'], '02.856.307/1346-68']",True,"[[], None]","[[('30', '01', '2014')], '30/01/2014']","[['4628.39'], '4628.39']","[['https://empresa.com.br/4w'], 'https://empresa.com.br/4w']"
875,"[['Rafaezla Coosta'], 'Rafaezla Coosta']","[['dff7--_2g.b2g@ufc.br'], 'dff7--_2g.b2g@ufc.br']","[[], None]","[['140.843.645-09'], '140.843.645-09']",True,"[[], None]",False,"[[], None]","[[], None]","[['R$1115.57'], 'R$1115.57']","[[], None]"
876,"[['Vinícius Azevdo'], 'Vinícius Azevdo']","[[], None]","[['(21) 96432-7881'], '(21) 96432-7881']","[[], None]",False,"[['88.888.888/8888-88'], '88.888.888/8888-88']",False,"[[], None]","[[('06', '08', '2007')], '06/08/2007']","[['R$3536.79'], 'R$3536.79']","[[], None]"
877,"[['Yasmin Almeida'], 'Yasmin Almeida']","[['fuerivzig@fc.br'], 'fuerivzig@fc.br']","[[], None]","[[], None]",False,"[['13.175.090/8006-47'], '13.175.090/8006-47']",True,"[[], None]","[[('16', '03', '2013')], '16/03/2013']","[['R$ 3.58'], 'R$ 3.58']","[[], None]"
878,"[['C  arlos Costa'], 'C  arlos Costa']","[['cb4e_t0g2mj@outlook.com'], 'cb4e_t0g2mj@outlook.com']","[[], None]","[['987.966.491-43'], '987.966.491-43']",True,"[[], None]",False,"[[], None]","[[], None]","[['R$485.04'], 'R$485.04']","[[], None]"
879,"[['Eduardo Azevedo'], 'Eduardo Azevedo']","[['2f4kh_@empresa.coom.br'], '2f4kh_@empresa.coom.br']","[[], None]","[['000.000.000-00'], '000.000.000-00']",False,"[['92.566.734/9090-19'], '92.566.734/9090-19']",True,"[['78176749'], '78176749']","[[('04', '04', '2020')], '04/04/2020']","[['  192.84'], '  192.84']","[['https://empresa.com.br/416gtmz/p1pmop/e8lbe'], 'https://empresa.com.br/416gtmz/p1pmop/e8lbe']"
880,"[['Fernanda Souza'], 'Fernanda Souza']","[[], None]","[[], None]","[['055.996.973-20'], '055.996.973-20']",True,"[['20.673.512/7612-40'], '20.673.512/7612-40']",True,"[[], None]","[[], None]","[['1474.05'], '1474.05']","[[], None]"
881,"[['P  aulo Souza'], 'P  aulo Souza']","[[], None]","[[], None]","[[], None]",False,"[['87.614.535/9055-16'], '87.614.535/9055-16']",True,"[[], None]","[[('07', '03', '2018')], '07/03/2018']","[['R$ 373.00'], 'R$ 373.00']","[[], None]"
